timestamp,open,high,low,close,volume,sma1,sma2,bb_upper,RSI,buy,sell
2023-05-05 01:08:00,28908.3,28908.3,28903.29,28903.29,1.91437,28912.377999999997,28926.49115384615,28939.71169992589,59.17582991458757,False,True
2023-05-05 01:09:00,28903.29,28904.39,28900.15,28904.34,3.218677,28910.021999999997,28926.339230769234,28939.714958372388,59.359584735037416,False,True
2023-05-05 01:10:00,28904.38,28906.66,28900.32,28905.56,2.525087,28907.620000000003,28926.22730769231,28939.44134923703,58.843805531145186,False,True
2023-05-05 01:11:00,28901.5,28901.5,28892.73,28892.73,2.613565,28902.846,28925.396153846155,28939.273050363372,56.5911932737948,False,True
2023-05-05 01:14:00,28898.46,28919.99,28898.45,28919.99,4.866402,28903.866,28924.666153846152,28939.452448085303,59.51906719534323,False,True
2023-05-05 01:14:00,28898.46,28919.99,28898.45,28919.99,4.866402,28903.866,28924.666153846152,28939.452448085303,59.51906719534323,False,True
2023-05-05 01:15:00,28919.99,28921.97,28915.44,28915.44,2.040014,28905.841999999997,28924.280769230772,28939.538711660316,58.823612498101994,False,True
2023-05-05 01:16:00,28915.45,28920.44,28915.45,28920.44,0.748577,28911.384000000002,28924.715,28939.73150409296,59.711734586313334,False,True
2023-05-05 01:17:00,28919.34,28920.44,28896.42,28896.55,2.199628,28910.176,28923.4,28939.731186927227,55.38944329866317,False,True
2023-05-05 01:18:00,28896.55,28900.82,28887.04,28894.31,2.08979,28909.346,28921.96807692308,28939.79004560952,60.59052337049011,False,True
2023-05-05 01:19:00,28894.32,28897.58,28894.32,28897.58,1.812012,28904.864,28920.344999999998,28939.80555667521,61.550812994032775,False,True
2023-05-05 01:20:00,28897.68,28898.09,28896.5,28896.5,1.221052,28901.076,28918.197692307695,28939.511097621005,59.30748528322006,False,True
2023-05-05 01:21:00,28896.32,28896.32,28896.05,28896.05,0.305065,28896.197999999997,28915.813846153847,28939.04931847945,59.49868824429705,False,True
2023-05-05 01:22:00,28896.05,28896.05,28894.83,28894.83,0.582242,28895.854000000003,28913.845384615382,28939.005227232894,59.50113709061119,False,True
2023-05-05 01:23:00,28894.82,28894.82,28892.29,28892.33,0.448039,28895.458000000002,28912.078076923077,28938.23867476822,58.631937982125805,False,True
2023-05-05 01:24:00,28892.33,28898.59,28892.27,28898.54,1.677849,28895.65,28910.87653846154,28937.33873082583,59.86681551481324,False,True
2023-05-05 01:25:00,28898.54,28898.59,28894.14,28894.14,0.983381,28895.177999999996,28909.452692307692,28935.871622886003,58.95601637347264,False,True
2023-05-05 01:26:00,28894.15,28894.15,28894.1,28894.1,0.014249,28894.788,28907.362692307688,28933.275296538435,58.94786347866399,False,True
2023-05-05 01:27:00,28893.89,28893.89,28889.74,28890.92,1.898896,28894.006,28905.043076923077,28929.87393957852,58.30684524822575,False,True
2023-05-05 01:28:00,28890.92,28891.34,28880.04,28891.34,2.429198,28893.808,28903.251538461536,28927.41676803604,59.47972222753536,False,True
2023-05-05 01:29:00,28890.52,28926.92,28890.26,28916.26,3.361993,28897.352000000003,28902.880384615386,28926.018178309103,64.71369426238003,False,True
2023-05-05 01:30:00,28916.26,28986.01,28915.89,28939.33,3.361131,28906.390000000003,28903.77307692308,28926.759384605277,69.90968936086156,True,False
2023-05-05 01:31:00,28939.32,28949.57,28939.32,28945.36,2.810876,28916.642,28904.841923076925,28927.924254460508,70.4050604749265,False,False
2023-05-05 01:32:00,28945.37,29131.13,28937.6,29131.13,9.549089,28964.684,28913.093076923073,28957.829670996398,82.64529190666052,False,False
2023-05-05 01:33:00,29131.13,29149.29,29084.21,29127.61,6.934348,29011.938000000002,28921.527692307693,28976.980131655517,82.4059461577809,False,False
2023-05-05 01:34:00,29129.38,29172.72,29084.21,29165.64,7.317704,29061.814000000002,28931.618076923078,28998.46581798943,83.68611150235402,False,False
2023-05-05 01:35:00,29162.38,29182.45,29141.11,29151.81,6.759574,29104.309999999998,28941.136153846157,29015.57891972798,82.5207812460706,False,False
2023-05-05 01:36:00,29150.04,29150.04,29123.51,29129.02,3.033187,29141.042000000005,28949.73076923077,29028.911087903096,79.69950702763605,False,False
2023-05-05 01:37:00,29128.97,29162.84,29128.96,29144.89,6.169087,29143.794,28959.42923076923,29042.755782907054,81.64323174883896,False,False
2023-05-05 01:38:00,29144.88,29190.85,29128.86,29190.85,8.013594,29156.442,28970.51615384615,29060.097621086843,83.93080588202166,False,False
2023-05-05 01:39:00,29190.85,29207.49,29168.25,29195.97,5.486161,29162.507999999994,28981.958846153848,29076.69867662837,84.24120157030377,False,False
2023-05-05 01:40:00,29195.95,29242.55,29175.1,29226.68,9.178109,29177.482,28993.754615384616,29095.05862420196,85.35844875542764,False,False
2023-05-05 01:41:00,29226.68,29298.41,29196.9,29248.15,6.379421,29201.308,29006.55115384615,29114.05880522798,86.3295839005621,False,False
2023-05-05 01:42:00,29247.17,29291.73,29187.0,29261.22,6.887423,29224.574,29019.658076923075,29132.86796598611,86.56534264643858,False,False
